date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2024-04-20,0.6,-2.2,4.4,0,,241,10.8,32.4,1008.5,
2024-04-21,3.2,-2.9,9.7,0,,48,7.8,35.6,1021.6,
2024-04-22,1.4,0.4,3.6,8.4,,5,21,51.1,1011.9,
2024-04-23,0.8,-0.6,2.1,4.4,,240,16.8,46.1,1011.5,
2024-04-24,4.4,-0.5,8.9,0,,150,11.1,27.7,1015,
2024-04-25,4.2,3.3,5.1,7.5,,49,13.1,37.1,1003.3,
2024-04-26,7.1,3.9,11.3,0.6,,219,10.5,27.7,1010.3,
2024-04-27,8.6,0.3,15.4,0,,182,7.8,30.6,1017.6,
2024-04-28,13.5,5.9,20.8,0,,193,6.1,20.9,1023.5,
2024-04-29,16.6,9.1,22.9,0,,183,14.2,47.5,1025.9,
2024-04-30,14.4,10.5,17.9,0.7,,295,8.1,32.4,1028.4,
2024-05-01,12.7,6,18,0,,55,10.8,32,1027.5,
2024-05-02,11.1,5,15.9,0,,73,11.2,33.8,1024.2,
2024-05-03,12.3,5.6,17.7,0,,103,7.5,25.9,1021.1,
2024-05-04,14,7.4,19.6,0,,252,12.3,40.7,1014.9,
2024-05-05,11.3,5.5,15.7,0,,2,11.3,29.5,1010.5,
2024-05-06,9.1,5.4,13.6,0,,81,13.7,37.8,1011.3,
2024-05-07,5.9,0.7,10.1,0,,4,12.7,36,1016.3,
2024-05-08,4.6,1.2,8.2,0,,12,12.3,40,1025.5,
2024-05-09,4.6,-0.4,8.4,0,,225,10,31,1024.1,
2024-05-10,8.1,5.6,11,2.1,,277,13.7,35.3,1013.9,
2024-05-11,8.4,2.3,13.7,0,,319,16.7,45,1019.7,
2024-05-12,10.5,1.9,17.5,0,,311,8,24.1,1022.6,
2024-05-13,13.1,8.1,17.3,0,,306,6.1,19.4,1021.7,
2024-05-14,14.1,7.8,21.1,0,,250,5.8,17.3,1021.6,
2024-05-15,16.9,9.6,23.6,0,,193,3.1,16.2,1023.2,
2024-05-16,18.4,12.3,23.7,0,,290,8.4,33.8,1024.2,
2024-05-17,18.7,10.9,25.5,0,,336,11.7,31,1022.3,
2024-05-18,18.4,10.4,24.3,0,,82,9.2,30.2,1019.1,
2024-05-19,19.1,12.6,25.2,0,,210,8.5,52.9,1014.2,
2024-05-20,18.8,12.6,25.1,0,,3,9.3,36.4,1015,
2024-05-21,15.9,9.4,21,0,,55,13.7,36.4,1021.7,
2024-05-22,16.1,9.1,21.8,0,,71,14.8,39.2,1023.7,
2024-05-23,19.5,12.1,26.1,0,,85,15.6,43.2,1024.4,
2024-05-24,21.9,13.5,28.4,0,,134,10.7,37.8,1025.3,
2024-05-25,22.3,15.9,27.7,0,,182,7.6,43.9,1024.1,
2024-05-26,22.8,14.9,29.1,0,,8,6.4,25.6,1025.3,
2024-05-27,22.4,15.7,28.7,0,,102,7.7,46.1,1023.9,
2024-05-28,22.9,14.6,29.4,0,,186,6.7,38.9,1019.9,
2024-05-29,20.1,15.2,27.1,0,,116,10,61.6,1016,
2024-05-30,21.2,13.9,27.2,0,,104,7.4,27,1012.9,
2024-05-31,22.1,17,29.7,0,,48,10.9,56.2,1013.2,
2024-06-01,20.9,16.6,29.9,0,,115,8,40.3,1013.6,
2024-06-02,20.5,15.1,25.9,0,,111,6.6,27,1009.8,
2024-06-03,20.5,14.9,25.9,0,,281,9.3,37.4,1005.5,
2024-06-04,19.5,14.9,23.8,0,,241,13.5,39.6,1007,
2024-06-05,19.8,12.4,25.6,0,,235,7.6,42.5,1009.3,
2024-06-06,18.1,14.6,22.1,0,,278,10.9,50.8,1010.6,
2024-06-07,14.7,9.6,19.3,0,,256,9.9,38.2,1014.6,
2024-06-08,13.9,10.7,17.7,2,,237,9.9,50.4,1011.3,
2024-06-09,13.1,10,16.1,3.3,,195,13.8,47.9,1003.8,
2024-06-10,13.7,8.9,18.6,0,,210,15.1,46.1,1003.3,
2024-06-11,15.4,9.7,20.6,0,,237,10.4,35.6,1003.8,
2024-06-12,14.6,11.5,19.9,0.4,,223,12.5,43.2,1008.7,
2024-06-13,15,10.2,19.2,0,,245,11.4,34.2,1014.9,
2024-06-14,14.6,11.9,17.5,0.7,,186,5.7,23.4,1015.8,
2024-06-15,15.4,7.9,20.7,0,,208,4.1,18.7,1016.2,
2024-06-16,19.4,12.8,25.4,0,,130,9.9,32.4,1015.4,
2024-06-17,19.2,16.5,24,1.9,,103,7.2,24.8,1012.8,
2024-06-18,18.8,15.7,22.5,0,,279,11.6,37.1,1011.8,
2024-06-19,14.6,12.7,18.2,17.5,,251,11.7,43.2,1008.8,
2024-06-20,16.1,11.9,19.7,0,,273,18.8,49.7,1009.9,
2024-06-21,17.7,12.1,22.2,0,,259,16,42.5,1012,
2024-06-22,16.8,9.3,21.9,0,,28,7.2,25.6,1012.1,
2024-06-23,16.8,14.9,19.5,0,,79,9,27.7,1008.7,
2024-06-24,19.7,14.7,24.8,0,,340,5.7,31,1014.1,
2024-06-25,20,13.4,25.2,0,,309,8.7,25.9,1019.5,
2024-06-26,21.3,14.2,26.4,0,,281,9.3,32.4,1019,
2024-06-27,22.8,15.3,29,0,,301,4.5,20.2,1017,
2024-06-28,26.5,18,32.7,0,,153,7.6,33.1,1014.4,
2024-06-29,22.4,18,25,0.7,,231,16.4,46.4,1012.5,
2024-06-30,20.2,12.8,26.2,0,,194,8.1,25.6,1013.3,
2024-07-01,20.7,16.4,26.7,15.7,,214,13.8,43.6,1002.7,
2024-07-02,18.2,13.6,22.1,0,,243,9.3,25.6,1003.6,
2024-07-03,17,14.9,21.2,2.7,,210,8.6,52.2,1001.3,
2024-07-04,16.1,14.1,18.2,2.8,,163,6.8,19.8,1007.1,
2024-07-05,16.7,13.9,19.7,2.3,,229,11.5,40.7,1004.3,
2024-07-06,16.2,10.9,21.5,1,,205,15.1,48.2,1008.5,
2024-07-07,18.7,14.7,26.7,2.5,,191,15.7,46.1,1009.8,
2024-07-08,18,13.5,23.1,0,,242,9.5,31,1018.3,
2024-07-09,18.6,11.3,24.2,0,,228,10.6,41.4,1022.8,
2024-07-10,19.8,11.8,25.9,0,,78,7,25.9,1025.3,
2024-07-11,22.6,17.3,28,0,,136,13.7,48.2,1018.1,
2024-07-12,20.3,18.3,23,1,,250,11,39.6,1014,
2024-07-13,20.8,15.6,24.6,7.4,,87,9.8,46.1,1012.9,
2024-07-14,20,18.1,22.7,2,,244,10.6,37.8,1012.3,
2024-07-15,20,13.6,25.1,0,,256,7.3,25.6,1016.8,
2024-07-16,22.8,14.4,29.3,0,,123,7.3,25.6,1016.9,
2024-07-17,21.8,18.7,25.2,2.6,,156,12.6,40.3,1013.9,
2024-07-18,19.1,16.3,22.3,0,,227,12,33.1,1015.8,
2024-07-19,18.4,16.5,21,0.4,,252,17.3,38.9,1013.6,
2024-07-20,18.5,16.2,22.2,0,,289,13.4,34.2,1011.1,
2024-07-21,19.3,14.1,24.7,0,,34,5,19.1,1010.8,
2024-07-22,20.9,16.3,26.3,0,,59,7.1,30.6,1012.8,
2024-07-23,22.4,16.3,28.5,0,,94,6.5,26.6,1013.7,
2024-07-24,21.7,18.9,27.2,5.7,,168,5.3,59.4,1012.3,
2024-07-25,21.6,17.3,27.7,0,,119,6.3,45,1010.2,
2024-07-26,21.6,15.7,28.4,0,,295,5.8,47.2,1011.6,
2024-07-27,20.9,16.3,24.3,0,,235,7.3,34.9,1013.9,
2024-07-28,20.6,16.5,26.3,6.7,,222,7.4,34.6,1010.1,
2024-07-29,18.9,17.1,22,53.7,,357,21.9,60.8,1002.6,
2024-07-30,19.9,17.7,23.2,1.6,,316,13.7,39.6,1008.8,
2024-07-31,17.3,13.4,22.9,3.5,,269,13.7,55.8,1006.6,
